time_utc,voltage,current,power
2026-07-16 18:18:58.144000+00:00,13.597071,78.792572,1071.387939
2026-07-16 18:19:00.140000+00:00,13.597266,78.798294,1071.351318
2026-07-16 18:19:02.114000+00:00,13.597656,78.797531,1071.447754
2026-07-16 18:19:04.153000+00:00,13.597852,78.794098,1071.459961
2026-07-16 18:19:06.150000+00:00,13.598437,78.796768,1071.434326
2026-07-16 18:19:08.153000+00:00,13.598828,78.78952,1071.517334
2026-07-16 18:19:10.152000+00:00,13.599219,78.797913,1071.452637
2026-07-16 18:19:12.119000+00:00,13.599414,78.805161,1071.589355
2026-07-16 18:19:14.155000+00:00,13.600196,78.802872,1071.702881
2026-07-16 18:19:16.125000+00:00,13.600196,78.80249,1071.726074
2026-07-16 18:19:18.127000+00:00,13.600586,78.799438,1071.734619
2026-07-16 18:19:20.135000+00:00,13.600781,78.796768,1071.711426
2026-07-16 18:19:22.130000+00:00,13.601367,78.795624,1071.695557
2026-07-16 18:19:24.159000+00:00,13.601562,78.800583,1071.732178
2026-07-16 18:19:26.155000+00:00,13.601954,78.801727,1071.809082
2026-07-16 18:19:28.161000+00:00,13.602344,78.791809,1071.848145
2026-07-16 18:19:30.166000+00:00,13.602735,78.799057,1071.75415
2026-07-16 18:19:32.132000+00:00,13.603126,78.795624,1071.883545
2026-07-16 18:19:34.164000+00:00,13.60332,78.794479,1071.856689
2026-07-16 18:19:36.168000+00:00,13.603907,78.797531,1071.864014
2026-07-16 18:19:38.172000+00:00,13.604102,78.790665,1071.950684
2026-07-16 18:19:40.172000+00:00,13.604492,78.794861,1071.883545
2026-07-16 18:19:42.141000+00:00,13.604688,78.793335,1071.959229
2026-07-16 18:19:44.173000+00:00,13.605273,78.791428,1071.956787
2026-07-16 18:19:46.178000+00:00,13.605664,78.796768,1071.982422
2026-07-16 18:19:48.174000+00:00,13.60586,78.794479,1072.08252
2026-07-16 18:19:50.157000+00:00,13.60625,78.794861,1072.067871
2026-07-16 18:19:52.161000+00:00,13.606836,78.794479,1072.10083
2026-07-16 18:19:54.183000+00:00,13.607032,78.796387,1072.142334
2026-07-16 18:19:56.180000+00:00,13.607226,78.800964,1072.186279
2026-07-16 18:19:58.188000+00:00,13.607813,78.793335,1072.258301
2026-07-16 18:20:00.184000+00:00,13.608008,78.800201,1072.207031
2026-07-16 18:20:04.204000+00:00,13.608594,78.800964,1072.341309
2026-07-16 18:20:06.185000+00:00,13.608985,78.799438,1072.37793
2026-07-16 18:20:08.185000+00:00,13.609375,78.796387,1072.388916
2026-07-16 18:20:10.191000+00:00,13.609571,78.803253,1072.363281
2026-07-16 18:20:12.177000+00:00,13.609962,78.80249,1072.475586
2026-07-16 18:20:14.195000+00:00,13.610352,78.808212,1072.501221
2026-07-16 18:20:16.182000+00:00,13.610743,78.806686,1072.607422
2026-07-16 18:20:18.174000+00:00,13.610938,78.79715,1072.611084
2026-07-16 18:20:20.193000+00:00,13.611328,78.799438,1072.501221
2026-07-16 18:20:22.182000+00:00,13.611719,78.796387,1072.556152
2026-07-16 18:20:24.250000+00:00,13.611915,78.799057,1072.543945
2026-07-16 18:20:26.251000+00:00,13.612109,78.801727,1072.60498
2026-07-16 18:20:28.248000+00:00,13.612696,78.80249,1072.653809
2026-07-16 18:20:30.243000+00:00,13.612891,78.805542,1072.706299
2026-07-16 18:20:32.204000+00:00,13.613086,78.806305,1072.772217
2026-07-16 18:20:34.250000+00:00,13.613281,78.800964,1072.799072
2026-07-16 18:20:36.259000+00:00,13.613672,78.811264,1072.738037
2026-07-16 18:20:38.261000+00:00,13.614062,78.805923,1072.91626
2026-07-16 18:20:40.258000+00:00,13.614258,78.810501,1072.869873
2026-07-16 18:20:42.199000+00:00,13.614649,78.81012,1072.940674
2026-07-16 18:20:44.268000+00:00,13.615039,78.809357,1072.961426
2026-07-16 18:20:46.263000+00:00,13.615234,78.81813,1072.987061
2026-07-16 18:20:48.275000+00:00,13.61543,78.821564,1073.126221
2026-07-16 18:20:50.214000+00:00,13.615625,78.829575,1073.195801
2026-07-16 18:20:52.203000+00:00,13.616211,78.820038,1073.310547
2026-07-16 18:20:54.270000+00:00,13.616406,78.805923,1073.225098
2026-07-16 18:20:56.273000+00:00,13.616602,78.809357,1073.054199
2026-07-16 18:20:58.275000+00:00,13.616992,78.817368,1073.109131
2026-07-16 18:21:00.275000+00:00,13.617188,78.831482,1073.253174
2026-07-16 18:21:02.217000+00:00,13.617383,78.801346,1073.468018
2026-07-16 18:21:04.273000+00:00,13.617774,78.811264,1073.071289
2026-07-16 18:21:06.284000+00:00,13.61836,78.801346,1073.231201
2026-07-16 18:21:08.289000+00:00,13.61836,78.824997,1073.137207
2026-07-16 18:21:10.288000+00:00,13.618555,78.814316,1073.47168
2026-07-16 18:21:12.224000+00:00,13.618945,78.808975,1073.337402
2026-07-16 18:21:14.293000+00:00,13.619336,78.79982,1073.294678
2026-07-16 18:21:16.231000+00:00,13.619532,78.802109,1073.195801
2026-07-16 18:21:18.237000+00:00,13.619727,78.81012,1073.249512
2026-07-16 18:21:20.238000+00:00,13.619922,78.815079,1073.366699
2026-07-16 18:21:22.249000+00:00,13.620508,78.809357,1073.453369
2026-07-16 18:21:24.307000+00:00,13.620704,78.830719,1073.422852
2026-07-16 18:21:26.312000+00:00,13.620898,78.801346,1073.723145
2026-07-16 18:21:28.316000+00:00,13.621289,78.821564,1073.345947
2026-07-16 18:21:30.320000+00:00,13.621485,78.836441,1073.64502
